soc_code,isco_code,occupation,fo_probability,task_routine,task_cognitive,task_manual,lmic_note,risk_category,region,lmic_calibration_factor,lmic_adjusted_probability,lmic_risk_category
51-6091,7531,Extruding and forming machine operators (textile),0.96,0.9,0.1,0.72,,High,Southeast Asia,0.78,0.749,High
51-6092,7531,Fabric and apparel patternmakers,0.55,0.52,0.45,0.68,,Medium,Southeast Asia,0.78,0.429,Medium
51-6093,7531,Upholsterers,0.45,0.48,0.35,0.8,,Medium,Southeast Asia,0.78,0.351,Medium
51-7011,7422,Cabinetmakers and bench carpenters,0.38,0.45,0.42,0.8,,Medium,Southeast Asia,0.78,0.296,Low
51-7021,7422,Furniture finishers,0.91,0.86,0.15,0.78,,High,Southeast Asia,0.78,0.71,High
51-7031,7422,"Model makers, wood",0.29,0.38,0.58,0.72,,Low,Southeast Asia,0.78,0.226,Low
51-7032,7422,"Patternmakers, wood",0.32,0.4,0.55,0.72,,Medium,Southeast Asia,0.78,0.25,Low
51-7041,7422,Sawing machine setters and operators,0.95,0.9,0.1,0.8,,High,Southeast Asia,0.78,0.741,High
51-7042,7422,"Woodworking machine operators, except sawing",0.96,0.9,0.1,0.78,,High,Southeast Asia,0.78,0.749,High
51-8011,3133,Nuclear power reactor operators,0.38,0.48,0.65,0.45,,Medium,Southeast Asia,0.78,0.296,Low
51-8012,3133,Power distributors and dispatchers,0.82,0.75,0.4,0.28,,High,Southeast Asia,0.78,0.64,Medium
51-8013,3133,Power plant operators,0.55,0.55,0.55,0.4,,Medium,Southeast Asia,0.78,0.429,Medium
51-8021,3133,Stationary engineers and boiler operators,0.59,0.56,0.48,0.5,,Medium,Southeast Asia,0.78,0.46,Medium
51-8031,3133,Water and wastewater treatment plant operators,0.86,0.8,0.3,0.5,,High,Southeast Asia,0.78,0.671,Medium
51-9011,7311,Chemical equipment operators and tenders,0.67,0.62,0.38,0.58,,Medium,Southeast Asia,0.78,0.523,Medium
51-9012,7311,"Separating, filtering, clarifying machine ops",0.96,0.92,0.1,0.58,,High,Southeast Asia,0.78,0.749,High
51-9021,7311,"Crushing, grinding, polishing machine operators",0.97,0.92,0.08,0.7,,High,Southeast Asia,0.78,0.757,High
51-9032,7311,Cutting and slicing machine operators,0.97,0.92,0.08,0.72,,High,Southeast Asia,0.78,0.757,High
51-9041,7311,"Extruding, forming, pressing machine operators",0.97,0.92,0.08,0.72,,High,Southeast Asia,0.78,0.757,High
51-9051,7311,"Furnace, kiln, oven, drier, kettle operators",0.94,0.88,0.1,0.65,,High,Southeast Asia,0.78,0.733,High
51-9061,7311,"Inspectors, testers, sorters, samplers, weighers",0.97,0.92,0.2,0.62,,High,Southeast Asia,0.78,0.757,High
51-9071,7311,Jewelers and precious stone and metal workers,0.28,0.38,0.5,0.78,,Low,Southeast Asia,0.78,0.218,Low
51-9081,7311,Dental laboratory technicians,0.84,0.78,0.35,0.72,,High,Southeast Asia,0.78,0.655,Medium
51-9082,7311,Medical appliance technicians,0.73,0.68,0.4,0.65,,High,Southeast Asia,0.78,0.569,Medium
51-9111,7311,Packaging and filling machine operators,0.98,0.94,0.08,0.65,,High,Southeast Asia,0.78,0.764,High
51-9121,7311,"Coating, painting, spraying machine operators",0.96,0.9,0.1,0.7,,High,Southeast Asia,0.78,0.749,High
51-9122,7311,"Painters, transportation equipment",0.76,0.7,0.2,0.8,,High,Southeast Asia,0.78,0.593,Medium
51-9131,7311,Photographic process workers,0.88,0.82,0.25,0.6,,High,Southeast Asia,0.78,0.686,Medium
51-9141,7311,Semiconductor processors,0.98,0.94,0.15,0.65,,High,Southeast Asia,0.78,0.764,High
51-9151,7311,Photoengravers,0.96,0.9,0.18,0.6,,High,Southeast Asia,0.78,0.749,High
51-9161,7311,Computer numerically controlled machine tool programmers,0.18,0.3,0.68,0.62,,Low,Southeast Asia,0.78,0.14,Low
51-9191,7311,Cementing and gluing machine operators,0.98,0.94,0.08,0.68,,High,Southeast Asia,0.78,0.764,High
51-9192,7311,"Cleaning, washing, metal pickling equipment ops",0.97,0.92,0.08,0.65,,High,Southeast Asia,0.78,0.757,High
51-9193,7311,Etchers and engravers,0.96,0.9,0.18,0.68,,High,Southeast Asia,0.78,0.749,High
51-9194,7311,Coolant system operators,0.98,0.94,0.08,0.6,,High,Southeast Asia,0.78,0.764,High
51-9195,7311,"Molders, shapers, casters, except metal and plastic",0.87,0.82,0.15,0.75,,High,Southeast Asia,0.78,0.679,Medium
51-9196,7311,"Paper goods machine setters, operators",0.96,0.9,0.1,0.68,,High,Southeast Asia,0.78,0.749,High
51-9197,7311,Tire builders,0.91,0.86,0.12,0.78,,High,Southeast Asia,0.78,0.71,High
51-9198,7311,Helpers--Production workers,0.97,0.9,0.08,0.8,,High,Southeast Asia,0.78,0.757,High
53-1011,8322,Aircraft cargo handling supervisors,0.25,0.38,0.62,0.55,,Low,Southeast Asia,0.78,0.195,Low
53-1021,8322,"First-line supervisors of helpers, movers",0.25,0.38,0.62,0.5,,Low,Southeast Asia,0.78,0.195,Low
53-1031,8322,First-line supervisors of transportation,0.28,0.4,0.62,0.48,,Low,Southeast Asia,0.78,0.218,Low
53-2011,3155,Airline pilots and flight engineers,0.55,0.52,0.7,0.4,Safety bottleneck; partial cockpit automation,Medium,Southeast Asia,0.78,0.429,Medium
53-2021,3155,Air traffic controllers,0.28,0.4,0.78,0.12,Judgment in complex systems,Low,Southeast Asia,0.78,0.218,Low
53-2022,3155,Airfield operations specialists,0.39,0.48,0.58,0.35,,Medium,Southeast Asia,0.78,0.304,Medium
53-3011,8321,Ambulance drivers and attendants,0.68,0.62,0.4,0.6,,Medium,Southeast Asia,0.78,0.53,Medium
53-3021,8321,"Bus drivers, transit and intercity",0.67,0.62,0.25,0.6,AV technology; LMIC lag significant,Medium,Southeast Asia,0.78,0.523,Medium
53-3022,8321,"Bus drivers, school",0.35,0.45,0.3,0.6,Child safety adds social complexity,Medium,Southeast Asia,0.78,0.273,Low
53-3031,8321,Driver/sales workers,0.98,0.9,0.18,0.65,,High,Southeast Asia,0.78,0.764,High
53-3032,8321,Heavy and tractor-trailer truck drivers,0.79,0.72,0.22,0.68,Long-haul AV advancing; LMIC roads differ,High,Southeast Asia,0.78,0.616,Medium
53-3033,8321,Light truck or delivery drivers,0.34,0.45,0.28,0.68,Last-mile complex; high LMIC gig economy,Medium,Southeast Asia,0.78,0.265,Low
53-3041,8321,Taxi drivers and chauffeurs,0.89,0.82,0.2,0.6,Rideshare+AV disruption; LMIC informal taxis,High,Southeast Asia,0.78,0.694,Medium
53-3099,8321,"Motor vehicle operators, all other",0.79,0.72,0.22,0.65,,High,Southeast Asia,0.78,0.616,Medium
53-4011,8311,Locomotive engineers,0.31,0.42,0.58,0.5,,Medium,Southeast Asia,0.78,0.242,Low
53-4012,8311,Locomotive firers,0.96,0.92,0.12,0.55,,High,Southeast Asia,0.78,0.749,High
53-4013,8311,"Rail yard engineers, dinkey operators",0.82,0.76,0.2,0.55,,High,Southeast Asia,0.78,0.64,Medium
53-4021,8311,"Railroad brake, signal, switch operators",0.75,0.7,0.28,0.5,,High,Southeast Asia,0.78,0.585,Medium
53-4031,8311,Railroad conductors and yardmasters,0.58,0.55,0.45,0.48,,Medium,Southeast Asia,0.78,0.452,Medium
53-4041,8311,Subway and streetcar operators,0.43,0.5,0.4,0.48,Automated metro lines growing,Medium,Southeast Asia,0.78,0.335,Medium
53-5011,8350,Sailors and marine oilers,0.83,0.76,0.28,0.72,,High,Southeast Asia,0.78,0.647,Medium
53-5021,8350,Ship and boat captains,0.27,0.38,0.68,0.55,Navigation automation partial,Low,Southeast Asia,0.78,0.211,Low
53-5022,8350,Ship engineers,0.33,0.42,0.65,0.55,,Medium,Southeast Asia,0.78,0.257,Low
53-6011,4323,Bridge and lock tenders,0.9,0.86,0.2,0.4,,High,Southeast Asia,0.78,0.702,High
53-6021,4323,Parking lot attendants,0.98,0.94,0.1,0.35,,High,Southeast Asia,0.78,0.764,High
53-6031,4323,Automotive and watercraft service attendants,0.9,0.86,0.15,0.45,,High,Southeast Asia,0.78,0.702,High
53-6041,4323,Traffic technicians,0.48,0.5,0.52,0.35,,Medium,Southeast Asia,0.78,0.374,Medium
53-6051,4323,Transportation inspectors,0.46,0.5,0.58,0.4,,Medium,Southeast Asia,0.78,0.359,Medium
53-7011,9333,Conveyor operators and tenders,0.96,0.92,0.1,0.65,,High,Southeast Asia,0.78,0.749,High
53-7021,9333,Crane and tower operators,0.59,0.56,0.38,0.72,,Medium,Southeast Asia,0.78,0.46,Medium
53-7031,9333,Dredge operators,0.5,0.52,0.32,0.72,,Medium,Southeast Asia,0.78,0.39,Medium
53-7041,9333,Hoist and winch operators,0.88,0.84,0.15,0.7,,High,Southeast Asia,0.78,0.686,Medium
53-7051,9333,Industrial truck and tractor operators,0.89,0.84,0.12,0.72,Warehouse automation rising,High,Southeast Asia,0.78,0.694,Medium
53-7061,9333,Cleaners of vehicles and equipment,0.89,0.84,0.08,0.7,,High,Southeast Asia,0.78,0.694,Medium
53-7062,9111,"Laborer and freight, stock material movers",0.85,0.8,0.1,0.8,Physical task; LMIC labour cost protects,High,Southeast Asia,0.78,0.663,Medium
53-7063,9333,Machine feeders and offbearers,0.97,0.92,0.08,0.72,,High,Southeast Asia,0.78,0.757,High
53-7064,9333,"Packers and packagers, hand",0.98,0.94,0.06,0.78,,High,Southeast Asia,0.78,0.764,High
53-7065,9333,Stockers and order fillers,0.97,0.92,0.1,0.72,Warehouse robotics; LMIC lag,High,Southeast Asia,0.78,0.757,High
53-7071,9333,Gas compressor and gas pumping station operators,0.68,0.62,0.38,0.52,,Medium,Southeast Asia,0.78,0.53,Medium
53-7072,9333,"Pump operators, except wellhead pumpers",0.8,0.74,0.28,0.55,,High,Southeast Asia,0.78,0.624,Medium
53-7073,9333,Wellhead pumpers,0.8,0.74,0.28,0.6,,High,Southeast Asia,0.78,0.624,Medium
53-7081,9333,Refuse and recyclable material collectors,0.68,0.62,0.1,0.82,Physical route; LMIC labour intensive,Medium,Southeast Asia,0.78,0.53,Medium
53-7111,9333,Mine shuttle car operators,0.87,0.82,0.12,0.8,,High,Southeast Asia,0.78,0.679,Medium
53-7121,9333,"Tank car, truck, and ship loaders",0.89,0.84,0.12,0.75,,High,Southeast Asia,0.78,0.694,Medium
11-1011,1120,Chief executives,0.016,0.1,0.95,0.1,Social/strategic tasks protect from automation globally,Low,Latin America,0.8,0.013,Low
11-1021,1219,General and operations managers,0.016,0.2,0.9,0.1,,Low,Latin America,0.8,0.013,Low
11-2021,1221,Marketing managers,0.014,0.2,0.9,0.05,,Low,Latin America,0.8,0.011,Low
11-3011,1219,Administrative services managers,0.73,0.65,0.55,0.1,Admin coordination partially routine; higher LMIC risk,High,Latin America,0.8,0.584,Medium
11-3031,1211,Financial managers,0.069,0.3,0.85,0.05,,Low,Latin America,0.8,0.055,Low
11-9013,1311,Farmers and ranchers,0.01,0.4,0.6,0.7,Manual/judgment mix; low LMIC automation risk,Low,Latin America,0.8,0.008,Low
11-9041,1324,Engineering managers,0.017,0.15,0.9,0.2,,Low,Latin America,0.8,0.014,Low
11-9111,1219,Medical and health services managers,0.036,0.2,0.85,0.15,,Low,Latin America,0.8,0.029,Low
15-1131,2512,Computer programmers,0.48,0.3,0.9,0.05,Routine coding automatable; creative design less so,Medium,Latin America,0.8,0.384,Medium
15-1132,2512,"Software developers, applications",0.042,0.1,0.95,0.05,High cognitive creativity; durable,Low,Latin America,0.8,0.034,Low
15-1133,2512,"Software developers, systems software",0.042,0.1,0.95,0.05,,Low,Latin America,0.8,0.034,Low
15-1121,2521,Computer systems analysts,0.656,0.55,0.75,0.05,Analytical but routine-heavy portions automatable,Medium,Latin America,0.8,0.525,Medium
15-1141,2529,Database administrators,0.77,0.7,0.65,0.05,Routine DB tasks highly automatable,High,Latin America,0.8,0.616,Medium
15-1151,2529,Computer user support specialists,0.65,0.6,0.6,0.1,Tier-1 support routinisable; high LMIC risk,Medium,Latin America,0.8,0.52,Medium
17-2051,2149,Civil engineers,0.018,0.2,0.9,0.3,,Low,Latin America,0.8,0.014,Low
17-2071,2151,Electrical engineers,0.15,0.25,0.88,0.25,,Low,Latin America,0.8,0.12,Low
17-2141,2144,Mechanical engineers,0.01,0.2,0.9,0.3,,Low,Latin America,0.8,0.008,Low
19-1011,2131,Animal scientists,0.028,0.2,0.85,0.3,,Low,Latin America,0.8,0.022,Low
19-2031,2111,Atmospheric and space scientists,0.02,0.2,0.9,0.1,,Low,Latin America,0.8,0.016,Low
19-3011,2632,Economists,0.43,0.4,0.85,0.05,,Medium,Latin America,0.8,0.344,Medium
19-3031,2634,"Clinical, counseling and school psychologists",0.004,0.1,0.85,0.15,Social intelligence bottleneck,Low,Latin America,0.8,0.003,Low
19-3051,2635,Urban and regional planners,0.032,0.25,0.85,0.15,,Low,Latin America,0.8,0.026,Low
19-4021,3116,Biological technicians,0.83,0.7,0.55,0.5,Lab routine tasks highly automatable,High,Latin America,0.8,0.664,Medium
21-1011,2635,Substance abuse counselors,0.013,0.1,0.75,0.2,Social intelligence bottleneck,Low,Latin America,0.8,0.01,Low
21-1021,2635,"Child, family, and school social workers",0.032,0.1,0.75,0.2,,Low,Latin America,0.8,0.026,Low
23-1011,2611,Lawyers,0.035,0.25,0.9,0.05,,Low,Latin America,0.8,0.028,Low
25-2011,2341,Preschool teachers,0.007,0.1,0.8,0.3,Social/care bottleneck; low automation globally,Low,Latin America,0.8,0.006,Low
25-2021,2341,Elementary school teachers,0.009,0.1,0.9,0.2,,Low,Latin America,0.8,0.007,Low
25-2022,2342,Middle school teachers,0.009,0.1,0.9,0.2,,Low,Latin America,0.8,0.007,Low
25-2031,2330,Secondary school teachers,0.009,0.1,0.9,0.2,,Low,Latin America,0.8,0.007,Low
25-3011,2359,Adult literacy instructors,0.55,0.45,0.7,0.15,,Medium,Latin America,0.8,0.44,Medium
27-1011,2651,Art directors,0.023,0.1,0.9,0.1,Creative intelligence bottleneck,Low,Latin America,0.8,0.018,Low
27-1014,2651,Multimedia artists and animators,0.042,0.15,0.88,0.1,,Low,Latin America,0.8,0.034,Low
27-2012,2652,Producers and directors,0.012,0.1,0.9,0.1,,Low,Latin America,0.8,0.01,Low
27-3011,2641,Radio and television announcers,0.83,0.65,0.5,0.1,Routine broadcast tasks highly automatable,High,Latin America,0.8,0.664,Medium
27-3031,2641,Public relations specialists,0.18,0.25,0.8,0.05,,Low,Latin America,0.8,0.144,Low
27-3041,2642,Editors,0.056,0.3,0.85,0.05,,Low,Latin America,0.8,0.045,Low
27-4011,3521,Audio and video equipment technicians,0.29,0.45,0.6,0.4,,Low,Latin America,0.8,0.232,Low
29-1011,2212,"Internists, general",0.004,0.1,0.9,0.4,Clinical judgment bottleneck,Low,Latin America,0.8,0.003,Low
29-1051,2211,Family and general practitioners,0.004,0.1,0.9,0.4,,Low,Latin America,0.8,0.003,Low
29-1111,2221,Registered nurses,0.009,0.15,0.8,0.5,Social/care bottleneck,Low,Latin America,0.8,0.007,Low
29-1141,2221,Registered nurses (duplicated group),0.009,0.15,0.8,0.5,,Low,Latin America,0.8,0.007,Low
29-2011,3213,Medical and clinical laboratory technologists,0.45,0.55,0.65,0.4,Routine lab tasks automatable,Medium,Latin America,0.8,0.36,Medium
29-2012,3213,Medical and clinical laboratory technicians,0.69,0.65,0.55,0.4,Higher routine share than technologists,Medium,Latin America,0.8,0.552,Medium
29-2021,3211,Dental hygienists,0.19,0.3,0.7,0.55,,Low,Latin America,0.8,0.152,Low
29-2032,3212,Diagnostic medical sonographers,0.65,0.6,0.65,0.3,,Medium,Latin America,0.8,0.52,Medium
29-2052,3212,Pharmacy technicians,0.92,0.85,0.4,0.35,Highly routinised dispensing tasks,High,Latin America,0.8,0.736,High
29-2061,3212,Licensed practical and vocational nurses,0.098,0.2,0.7,0.55,,Low,Latin America,0.8,0.078,Low
29-9011,3259,Occupational health and safety specialists,0.014,0.2,0.8,0.3,,Low,Latin America,0.8,0.011,Low
31-1011,5321,Home health aides,0.35,0.3,0.5,0.65,Physical care tasks hard to automate in LMIC,Medium,Latin America,0.8,0.28,Low
31-9091,3211,Dental assistants,0.67,0.6,0.55,0.55,,Medium,Latin America,0.8,0.536,Medium
31-9092,3212,Medical assistants,0.73,0.65,0.55,0.4,,High,Latin America,0.8,0.584,Medium
43-1011,4110,First-line supervisors of office workers,0.27,0.4,0.7,0.1,,Low,Latin America,0.8,0.216,Low
43-2011,4224,Switchboard operators,0.96,0.9,0.25,0.05,Near-fully automatable,High,Latin America,0.8,0.768,High
43-3011,4214,Bill and account collectors,0.899,0.85,0.35,0.05,Rule-based collections highly automatable,High,Latin America,0.8,0.719,High
43-3021,4312,Billing and posting clerks,0.96,0.9,0.25,0.05,,High,Latin America,0.8,0.768,High
43-3031,4312,"Bookkeeping, accounting clerks",0.98,0.92,0.3,0.05,Very high routine; automation likely soon,High,Latin America,0.8,0.784,High
43-3051,4132,Payroll and timekeeping clerks,0.97,0.9,0.3,0.05,,High,Latin America,0.8,0.776,High
43-3071,4212,Tellers,0.98,0.92,0.25,0.1,Already displaced by ATMs in urban areas,High,Latin America,0.8,0.784,High
43-4031,4221,"Court, municipal, and license clerks",0.97,0.9,0.3,0.05,,High,Latin America,0.8,0.776,High
43-4051,4115,Customer service representatives,0.55,0.65,0.45,0.05,Chat automation rising; LMIC voice support remains,Medium,Latin America,0.8,0.44,Medium
43-4061,4132,"Eligibility interviewers, government",0.96,0.88,0.35,0.05,,High,Latin America,0.8,0.768,High
43-4071,4419,File clerks,0.976,0.92,0.2,0.15,,High,Latin America,0.8,0.781,High
43-4111,4221,"Interviewers, except eligibility",0.92,0.82,0.35,0.05,,High,Latin America,0.8,0.736,High
43-4151,4131,Order clerks,0.98,0.92,0.2,0.05,,High,Latin America,0.8,0.784,High
43-4161,4416,Human resources assistants,0.9,0.8,0.4,0.05,,High,Latin America,0.8,0.72,High
43-5011,4321,Cargo and freight agents,0.9,0.82,0.35,0.1,,High,Latin America,0.8,0.72,High
43-5021,4323,Couriers and messengers,0.67,0.6,0.2,0.55,Physical delivery less automatable in LMIC,Medium,Latin America,0.8,0.536,Medium
43-5031,4321,"Dispatchers, except police/fire",0.83,0.75,0.4,0.05,,High,Latin America,0.8,0.664,Medium
43-5051,4321,Postal service clerks,0.95,0.88,0.25,0.2,,High,Latin America,0.8,0.76,High
43-5061,4321,"Production, planning clerks",0.95,0.88,0.35,0.1,,High,Latin America,0.8,0.76,High
43-5071,4323,"Shipping, receiving clerks",0.86,0.78,0.25,0.35,,High,Latin America,0.8,0.688,Medium
43-5111,4323,"Weighers, measurers, checkers",0.98,0.92,0.2,0.3,,High,Latin America,0.8,0.784,High
43-6011,4120,Executive secretaries and admin assistants,0.4,0.55,0.6,0.05,,Medium,Latin America,0.8,0.32,Medium
43-6012,4120,Legal secretaries,0.98,0.88,0.35,0.05,,High,Latin America,0.8,0.784,High
43-6013,4120,Medical secretaries,0.91,0.82,0.38,0.05,,High,Latin America,0.8,0.728,High
43-6014,4120,Secretaries and admin assistants,0.96,0.88,0.3,0.05,,High,Latin America,0.8,0.768,High
43-9011,4312,Computer operators,0.98,0.92,0.28,0.05,,High,Latin America,0.8,0.784,High
43-9021,4131,Data entry keyers,0.99,0.95,0.15,0.05,Highest routine; near-certain automation,High,Latin America,0.8,0.792,High
43-9041,4212,Insurance claims clerks,0.98,0.92,0.25,0.05,,High,Latin America,0.8,0.784,High
43-9051,4419,Mail clerks and mail machine operators,0.98,0.9,0.2,0.25,,High,Latin America,0.8,0.784,High
43-9061,4131,"Office clerks, general",0.96,0.88,0.28,0.1,,High,Latin America,0.8,0.768,High
43-9071,4419,"Office machine operators, except computer",0.97,0.9,0.2,0.2,,High,Latin America,0.8,0.776,High
43-9111,4131,Statistical assistants,0.76,0.7,0.5,0.05,,High,Latin America,0.8,0.608,Medium
35-1011,5120,Chefs and head cooks,0.096,0.25,0.65,0.7,Creative/manual mix; low automation in LMIC,Low,Latin America,0.8,0.077,Low
35-1012,5120,"First-line supervisors, food prep",0.19,0.35,0.6,0.5,,Low,Latin America,0.8,0.152,Low
35-2011,5120,"Cooks, fast food",0.81,0.75,0.25,0.65,Routine food prep highly automatable,High,Latin America,0.8,0.648,Medium
35-2012,5120,"Cooks, institution and cafeteria",0.73,0.68,0.28,0.65,,High,Latin America,0.8,0.584,Medium
35-2013,5120,"Cooks, private household",0.34,0.45,0.4,0.7,Social/domestic context protects somewhat,Medium,Latin America,0.8,0.272,Low
35-2014,5120,"Cooks, restaurant",0.46,0.5,0.45,0.7,,Medium,Latin America,0.8,0.368,Medium
35-3011,5131,Bartenders,0.77,0.68,0.35,0.55,,High,Latin America,0.8,0.616,Medium
35-3021,5131,Combined food prep and serving workers,0.92,0.85,0.2,0.55,,High,Latin America,0.8,0.736,High
35-3031,5131,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,Latin America,0.8,0.536,Medium
35-3041,5131,"Food servers, nonrestaurant",0.94,0.88,0.18,0.5,,High,Latin America,0.8,0.752,High
35-9011,5111,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,Latin America,0.8,0.536,Medium
35-9021,5151,Dishwashers,0.64,0.6,0.1,0.7,,Medium,Latin America,0.8,0.512,Medium
39-1021,5142,First-line supervisors of personal service,0.12,0.25,0.65,0.35,,Low,Latin America,0.8,0.096,Low
39-2011,5164,Animal trainers,0.71,0.55,0.4,0.55,,High,Latin America,0.8,0.568,Medium
39-3011,5141,Gaming dealers,0.99,0.95,0.15,0.2,,High,Latin America,0.8,0.792,High
39-3021,5141,Motion picture projectionists,0.97,0.9,0.15,0.15,,High,Latin America,0.8,0.776,High
39-4011,5163,Embalmers,0.06,0.3,0.55,0.65,Perception/manipulation bottleneck,Low,Latin America,0.8,0.048,Low
39-4021,5163,Funeral attendants,0.3,0.4,0.4,0.5,,Medium,Latin America,0.8,0.24,Low
39-5011,5141,Barbers,0.11,0.25,0.35,0.8,Manual dexterity/social; low LMIC automation risk,Low,Latin America,0.8,0.088,Low
39-5012,5141,"Hairdressers, hairstylists, cosmetologists",0.11,0.22,0.38,0.8,,Low,Latin America,0.8,0.088,Low
39-5091,5141,"Makeup artists, theatrical and performance",0.06,0.2,0.5,0.8,,Low,Latin America,0.8,0.048,Low
39-5092,5141,Manicurists and pedicurists,0.34,0.4,0.25,0.8,,Medium,Latin America,0.8,0.272,Low
39-5093,5141,Shampooers,0.84,0.78,0.15,0.6,,High,Latin America,0.8,0.672,Medium
39-5094,5141,Skin care specialists,0.38,0.42,0.4,0.7,,Medium,Latin America,0.8,0.304,Medium
39-6011,5111,Concierges,0.53,0.5,0.5,0.2,,Medium,Latin America,0.8,0.424,Medium
39-6012,5111,Baggage porters and bellhops,0.75,0.65,0.2,0.65,,High,Latin America,0.8,0.6,Medium
